@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
6,13,1,1,0,0,10,15,13,15,14,15,17,15,North
6,14,1,1,0,0,10,15,13,15,14,15,17,15,East
6,15,1,1,1,1,10,15,13,15,14,15,17,15,East
7,15,0,0,1,1,10,15,13,15,14,15,17,15,South
8,15,1,1,0,1,10,15,13,15,14,15,17,15,South
8,14,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
13,13,0,0,1,1,10,15,13,15,14,15,17,15,West
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
11,13,0,0,1,1,10,15,13,15,14,15,17,15,West
10,13,0,0,1,1,10,15,13,15,14,15,17,15,West
9,13,0,0,1,1,10,15,13,15,14,15,17,15,South
8,13,1,1,1,0,10,15,13,15,14,15,17,15,South
8,12,1,1,0,0,10,15,13,15,14,15,17,15,West
8,11,1,0,1,1,10,15,13,15,14,15,17,15,West
7,11,0,0,1,1,10,15,13,15,14,15,17,15,North
6,11,1,1,1,1,10,15,13,15,14,15,17,15,North
6,12,1,1,0,0,10,15,13,15,14,15,17,15,North
6,13,1,1,0,0,10,15,13,15,14,15,17,15,North
6,14,1,1,0,0,10,15,13,15,14,15,17,15,East
6,15,1,1,1,1,10,15,13,15,14,15,17,15,East
7,15,0,0,1,1,10,15,13,15,14,15,17,15,South
8,15,1,1,0,1,10,15,13,15,14,15,17,15,South
8,14,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,East
13,13,0,0,1,1,10,15,13,15,14,15,17,15,East
14,13,0,0,1,1,10,15,13,15,14,15,17,15,East
15,13,0,0,1,1,10,15,13,15,14,15,17,15,East
16,13,0,0,1,1,10,15,13,15,14,15,17,15,East
17,13,0,0,1,1,10,15,13,15,14,15,17,15,East
18,13,0,0,1,1,10,15,13,15,14,15,17,15,North
19,13,1,1,0,1,10,15,13,15,14,15,17,15,North
19,14,1,1,0,0,10,15,13,15,14,15,17,15,South
19,15,1,1,1,0,10,15,13,15,14,15,17,15,South
19,14,1,1,0,0,10,15,13,15,14,15,17,15,South
19,13,1,1,0,1,10,15,13,15,14,15,17,15,South
19,12,1,1,0,0,10,15,13,15,14,15,17,15,West
19,11,1,0,1,1,10,15,13,15,14,15,17,15,West
18,11,0,0,1,1,10,15,13,15,14,15,17,15,West
17,11,0,0,1,1,10,15,13,15,14,15,17,15,West
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
15,11,0,1,1,0,10,15,13,15,14,15,17,15,East
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
17,11,0,0,1,1,10,15,13,15,14,15,17,15,East
18,11,0,0,1,1,10,15,13,15,14,15,17,15,East
19,11,1,0,1,1,10,15,13,15,14,15,17,15,East
20,11,0,0,1,1,10,15,13,15,14,15,17,15,North
21,11,1,1,1,1,10,15,13,15,14,15,17,15,North
21,12,1,1,0,0,10,15,13,15,14,15,17,15,North
21,13,1,1,0,0,10,15,13,15,14,15,17,15,North
21,14,1,1,0,0,10,15,13,15,14,15,17,15,West
21,15,1,1,1,1,10,15,13,15,14,15,17,15,West
20,15,0,0,1,1,10,15,13,15,14,15,17,15,South
19,15,1,1,1,0,10,15,13,15,14,15,17,15,South
19,14,1,1,0,0,10,15,13,15,14,15,17,15,South
19,13,1,1,0,1,10,15,13,15,14,15,17,15,South
19,12,1,1,0,0,10,15,13,15,14,15,17,15,West
19,11,1,0,1,1,10,15,13,15,14,15,17,15,West
18,11,0,0,1,1,10,15,13,15,14,15,17,15,West
17,11,0,0,1,1,10,15,13,15,14,15,17,15,West
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
15,11,0,1,1,0,10,15,13,15,14,15,17,15,East
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
17,11,0,0,1,1,10,15,13,15,14,15,17,15,East
18,11,0,0,1,1,10,15,13,15,14,15,17,15,East
19,11,1,0,1,1,10,15,13,15,14,15,17,15,East
20,11,0,0,1,1,10,15,13,15,14,15,17,15,North
21,11,1,1,1,1,10,15,13,15,14,15,17,15,North
21,12,1,1,0,0,10,15,13,15,14,15,17,15,North
21,13,1,1,0,0,10,15,13,15,14,15,17,15,North
21,14,1,1,0,0,10,15,13,15,14,15,17,15,West
21,15,1,1,1,1,10,15,13,15,14,15,17,15,West
20,15,0,0,1,1,10,15,13,15,14,15,17,15,South
19,15,1,1,1,0,10,15,13,15,14,15,17,15,South
19,14,1,1,0,0,10,15,13,15,14,15,17,15,South
19,13,1,1,0,1,10,15,13,15,14,15,17,15,South
19,12,1,1,0,0,10,15,13,15,14,15,17,15,West
19,11,1,0,1,1,10,15,13,15,14,15,17,15,West
18,11,0,0,1,1,10,15,13,15,14,15,17,15,West
17,11,0,0,1,1,10,15,13,15,14,15,17,15,West
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
15,11,0,1,1,0,10,15,13,15,14,15,17,15,East
16,11,0,0,1,1,10,15,13,15,14,15,17,15,East
17,11,0,0,1,1,10,15,13,15,14,15,17,15,East
18,11,0,0,1,1,10,15,13,15,14,15,17,15,East
19,11,1,0,1,1,10,15,13,15,14,15,17,15,East
20,11,0,0,1,1,10,15,13,15,14,15,17,15,North
21,11,1,1,1,1,10,15,13,15,14,15,17,15,North
21,12,1,1,0,0,10,15,13,15,14,15,17,15,North
21,13,1,1,0,0,10,15,13,15,14,15,17,15,North
21,14,1,1,0,0,10,15,13,15,14,15,17,15,West
21,15,1,1,1,1,10,15,13,15,14,15,17,15,West
20,15,0,0,1,1,10,15,13,15,14,15,17,15,North
19,15,1,1,1,0,10,15,13,15,14,15,17,15,North
19,16,1,1,0,0,10,15,13,15,14,15,17,15,West
19,17,0,1,0,1,10,15,13,15,14,15,17,15,West
18,17,0,0,1,1,10,15,13,15,14,15,17,15,West
17,17,0,0,1,1,10,15,13,15,14,15,17,15,West
16,17,0,0,1,1,10,15,13,15,14,15,17,15,West
15,17,1,0,1,1,10,15,13,15,14,15,17,15,West
14,17,0,1,1,1,10,15,13,15,14,15,17,15,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,South
13,16,1,1,1,0,10,15,13,15,14,15,17,15,West
13,15,1,0,1,1,10,15,3,1,14,15,17,15,West
12,15,0,0,1,1,10,15,3,1,14,15,17,15,West
11,15,0,0,1,1,10,15,3,1,14,15,17,15,East
10,15,0,0,1,0,1,1,3,1,14,15,17,15,East
11,15,0,0,1,1,1,1,3,1,14,15,17,15,East
12,15,0,0,1,1,1,1,3,1,14,15,17,15,East
13,15,1,0,1,1,1,1,3,1,14,15,17,15,East
14,15,1,0,1,1,1,1,3,1,5,1,17,15,East
15,15,0,0,1,1,1,1,3,1,5,1,17,15,East
9,1,0,0,1,1,8,7,9,7,10,7,11,7,West
8,1,0,0,1,1,8,7,9,7,10,7,11,7,West
7,1,0,0,1,1,8,7,9,7,10,7,11,7,North
6,1,1,0,1,0,8,7,9,7,10,7,11,7,North
6,2,1,1,0,0,8,7,9,7,10,7,11,7,West
6,3,1,1,1,1,8,7,9,7,10,7,11,7,West
5,3,1,0,1,1,8,7,9,7,10,7,11,7,South
4,3,1,1,1,1,8,7,9,7,10,7,11,7,South
4,2,1,1,0,0,8,7,9,7,10,7,11,7,North
4,1,1,0,0,1,8,7,9,7,10,7,11,7,North
4,2,1,1,0,0,8,7,9,7,10,7,11,7,East
4,3,1,1,1,1,8,7,9,7,10,7,11,7,East
5,3,1,0,1,1,8,7,9,7,10,7,11,7,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
2,18,0,0,1,1,5,10,11,3,17,6,25,13,East
3,18,0,0,1,1,6,10,11,4,17,6,25,13,East
4,18,0,0,1,1,5,10,11,5,17,6,25,13,West
5,18,0,0,1,1,5,9,11,5,18,6,25,13,West
4,18,0,0,1,1,6,9,11,4,19,6,25,13,West
3,18,0,0,1,1,6,10,10,4,18,6,25,13,West
2,18,0,0,1,1,6,10,11,4,18,5,25,14,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
2,18,0,0,1,1,6,9,11,4,18,6,25,13,East
3,18,0,0,1,1,6,8,11,4,19,6,25,13,East
4,18,0,0,1,1,6,9,11,4,19,6,25,14,East
5,18,0,0,1,1,6,10,11,3,19,6,25,13,East
6,18,0,0,1,1,6,9,10,3,19,5,25,13,East
7,18,0,0,1,1,5,9,10,4,19,6,25,14,East
8,18,0,0,1,1,5,9,10,4,18,6,24,14,East
9,18,0,0,1,1,4,9,9,4,18,6,25,14,East
10,18,0,0,1,1,4,8,10,4,18,6,25,15,East
11,18,0,0,1,1,4,9,11,4,18,6,25,15,East
12,18,0,0,1,1,4,10,11,3,19,6,25,16,East
13,18,0,0,1,1,4,10,11,3,19,6,25,15,East
14,18,0,1,1,1,4,10,11,3,20,6,25,15,East
15,18,0,1,1,1,4,9,11,3,20,6,25,14,East
16,18,0,1,1,1,4,9,10,3,20,5,25,13,East
17,18,0,1,1,1,4,8,9,3,20,6,25,13,East
18,18,0,1,1,1,3,8,9,3,20,5,25,14,East
19,18,0,1,1,1,3,9,9,4,19,5,24,14,East
20,18,0,1,1,1,3,9,10,4,19,5,24,15,East
21,18,0,1,1,1,3,10,10,5,20,5,24,14,East
22,18,0,0,1,1,3,9,10,4,20,6,23,14,West
23,18,0,0,1,1,3,8,9,4,20,5,22,14,West
22,18,0,0,1,1,4,8,10,4,20,6,22,15,West
21,18,0,1,1,1,5,8,11,4,21,6,21,15,West
20,18,0,1,1,1,5,7,11,3,20,6,21,16,South
19,18,0,1,1,1,4,7,11,3,20,6,22,16,East
19,17,1,0,1,1,5,7,11,4,19,6,23,16,East
20,17,1,1,1,1,5,7,11,3,18,6,24,16,South
21,17,1,1,0,1,5,7,10,3,17,6,24,16,East
21,16,1,1,1,1,5,8,9,3,17,6,24,16,East
22,16,0,1,1,1,5,8,9,4,18,6,23,16,West
23,16,0,1,1,1,5,7,9,5,17,6,7,1,West
22,16,0,1,1,1,5,6,9,6,16,6,7,1,West
21,16,1,1,1,1,5,5,9,7,17,6,7,1,South
20,16,1,1,1,0,5,4,9,6,18,6,7,1,South
20,15,1,1,1,0,5,3,9,7,18,5,7,1,West
20,14,1,1,0,1,6,3,9,6,18,4,7,1,West
19,14,0,1,1,1,5,3,9,6,17,4,7,1,West
18,14,0,1,1,1,5,3,8,6,17,3,7,1,South
17,14,1,1,1,1,4,3,7,6,17,4,7,1,South
17,13,1,1,1,0,4,3,8,6,17,3,7,1,South
17,12,1,1,1,1,4,3,7,6,17,3,7,1,East
17,11,1,1,1,1,4,4,6,6,18,3,7,1,West
18,11,1,1,1,1,4,4,6,7,17,3,7,1,South
17,11,1,1,1,1,4,5,6,7,17,3,7,1,West
17,10,1,0,1,1,4,6,5,7,17,4,7,1,West
16,10,1,0,1,1,4,6,6,7,17,3,7,1,West
15,10,1,0,1,1,3,6,6,7,18,3,7,1,South
14,10,1,1,1,1,4,6,6,8,18,4,7,1,South
14,9,1,1,0,1,5,6,6,7,19,4,7,1,East
14,8,1,1,1,1,5,5,6,7,19,5,7,1,East
15,8,0,0,1,1,5,5,6,6,20,5,7,1,East
16,8,0,0,1,1,5,6,6,7,20,5,7,1,East
17,8,0,0,1,1,5,5,6,8,20,5,7,1,East
18,8,0,0,1,1,5,6,5,8,20,4,7,1,East
19,8,0,0,1,1,5,5,6,8,20,4,7,1,East
20,8,0,0,1,1,5,6,6,7,20,5,7,1,East
21,8,0,0,1,1,4,6,5,7,20,4,7,1,East
22,8,0,0,1,1,4,5,5,6,20,4,7,1,South
23,8,1,1,1,1,4,6,5,5,20,3,7,1,South
23,7,1,1,1,0,5,6,5,5,21,3,7,1,West
23,6,1,1,1,1,5,7,5,4,20,3,7,1,West
22,6,0,0,1,1,5,6,5,3,21,3,7,1,East
21,6,0,0,1,1,4,6,5,3,22,3,7,1,East
22,6,0,0,1,1,4,6,4,3,22,3,7,1,East
23,6,1,1,1,1,4,7,4,3,21,3,7,1,South
24,6,1,1,1,1,5,7,3,3,21,4,7,1,West
24,5,1,1,1,1,5,7,2,3,21,4,7,1,South
23,5,1,1,1,0,5,6,1,3,20,4,7,1,West
23,4,1,1,1,1,6,6,1,4,20,3,7,1,West
22,4,0,1,1,1,5,6,1,3,19,3,7,1,West
21,4,0,1,1,1,4,6,1,4,19,3,7,1,South
20,4,1,1,1,1,5,6,1,5,20,3,7,1,West
20,3,1,0,1,1,4,6,1,5,5,1,7,1,West
19,3,1,0,1,1,5,6,1,4,5,1,7,1,West
18,3,1,0,1,1,5,7,1,3,5,1,7,1,West
17,3,1,0,1,1,5,8,1,3,5,1,7,1,West
16,3,1,0,1,1,5,7,1,3,5,1,7,1,West
15,3,1,0,1,1,5,7,1,3,5,1,7,1,West
14,3,1,0,1,1,4,7,1,3,5,1,7,1,North
13,3,1,0,1,0,4,6,1,3,5,1,7,1,North
13,4,1,1,1,0,4,6,1,4,5,1,7,1,North
13,5,1,1,1,0,4,6,1,4,5,1,7,1,North
13,6,1,1,1,0,3,6,1,5,5,1,7,1,North
13,7,1,1,1,0,3,5,2,5,5,1,7,1,North
13,8,1,1,1,0,3,5,2,5,5,1,7,1,North
13,9,1,1,1,0,3,6,2,6,5,1,7,1,North
13,10,1,1,1,0,3,6,2,6,5,1,7,1,North
13,11,1,1,1,0,3,6,3,6,5,1,7,1,West
13,12,0,1,1,1,4,6,4,6,5,1,7,1,West
12,12,0,0,1,1,4,5,3,6,5,1,7,1,West
11,12,0,1,1,1,4,4,3,7,5,1,7,1,West
10,12,1,1,1,1,3,4,4,7,5,1,7,1,West
9,12,1,1,1,1,3,5,4,8,5,1,7,1,West
8,12,1,1,1,1,3,4,3,8,5,1,7,1,West
7,12,0,0,1,1,4,4,4,8,5,1,7,1,West
6,12,0,0,1,1,4,5,3,8,5,1,7,1,West
5,12,0,0,1,1,4,4,3,8,5,1,7,1,East
4,12,0,0,1,1,4,5,4,8,5,1,7,1,East
5,12,0,0,1,1,3,5,4,9,5,1,7,1,East
6,12,0,0,1,1,4,5,4,10,5,1,7,1,East
7,12,0,0,1,1,5,5,4,10,5,1,7,1,South
8,12,1,1,1,1,4,5,3,10,5,1,7,1,South
8,11,1,1,1,0,5,5,4,10,5,1,7,1,North
8,10,1,1,1,0,5,6,4,10,5,1,7,1,North
8,11,1,1,1,0,5,6,5,10,5,1,7,1,North
8,12,1,1,1,1,5,5,6,10,5,1,7,1,North
8,13,1,1,1,0,5,6,6,9,5,1,7,1,West
8,14,1,1,1,1,5,5,6,8,5,1,7,1,West
7,14,1,0,1,1,5,6,6,7,5,1,7,1,East
6,14,1,0,1,1,5,6,6,8,5,1,7,1,East
7,14,1,0,1,1,5,6,6,8,5,1,7,1,East
8,14,1,1,1,1,5,7,6,9,5,1,7,1,South
9,14,1,1,1,1,5,6,6,8,5,1,7,1,West
9,13,1,1,1,1,5,7,6,8,5,1,7,1,South
8,13,1,1,1,0,5,6,6,8,5,1,7,1,West
8,12,1,1,1,1,5,6,6,8,5,1,7,1,West
7,12,0,0,1,1,5,5,6,7,5,1,7,1,East
6,12,0,0,1,1,5,6,6,8,5,1,7,1,East
7,12,0,0,1,1,4,6,6,7,5,1,7,1,East
8,12,1,1,1,1,5,6,6,8,5,1,7,1,South
9,12,1,1,1,1,6,6,6,8,5,1,7,1,West
9,11,1,1,1,1,6,6,6,9,5,1,7,1,South
8,11,1,1,1,0,5,6,5,9,5,1,7,1,South
8,10,1,1,1,0,5,6,4,9,5,1,7,1,North
8,9,1,1,1,0,4,6,5,9,5,1,7,1,North
8,10,1,1,1,0,5,6,5,9,5,1,7,1,North
8,11,1,1,1,0,4,6,5,9,5,1,7,1,West
8,12,1,1,1,1,4,6,6,9,5,1,7,1,West
7,12,0,0,1,1,5,6,6,8,5,1,7,1,East
6,12,0,0,1,1,5,5,6,9,5,1,7,1,East
7,12,0,0,1,1,5,4,6,8,5,1,7,1,East
8,12,1,1,1,1,4,4,6,8,5,1,7,1,East
9,12,1,1,1,1,5,4,6,8,5,1,7,1,South
10,12,1,1,1,1,5,4,6,8,5,1,7,1,West
10,11,1,1,1,1,5,3,6,9,5,1,7,1,West
9,11,1,1,1,1,6,3,5,9,5,1,7,1,South
8,11,1,1,1,0,5,3,4,9,5,1,7,1,South
8,10,1,1,1,0,6,3,4,10,5,1,7,1,South
8,9,1,1,1,0,7,3,5,10,5,1,7,1,South
8,8,1,1,1,0,8,3,4,10,5,1,7,1,South
8,7,1,1,1,0,9,3,4,9,5,1,7,1,West
8,6,1,1,1,1,9,4,4,10,5,1,7,1,West
7,6,0,0,1,1,9,4,4,10,5,1,7,1,West
6,6,1,0,1,1,9,4,5,10,5,1,7,1,West
5,6,1,1,1,1,10,4,4,10,5,1,7,1,North
4,6,1,1,1,1,9,4,4,9,5,1,7,1,North
4,7,1,1,1,1,9,4,4,9,5,1,7,1,North
4,8,1,1,1,1,8,4,4,9,5,1,7,1,East
4,9,1,1,1,1,8,3,3,1,5,1,7,1,East
5,9,1,1,1,1,7,3,3,1,5,1,7,1,South
6,9,1,1,0,1,7,3,3,1,5,1,7,1,South
6,8,1,1,0,1,6,3,3,1,5,1,7,1,South
6,7,1,1,0,1,6,3,3,1,5,1,7,1,West
6,6,1,0,1,1,6,3,3,1,5,1,7,1,South
5,6,1,1,1,1,6,3,3,1,5,1,7,1,South
5,5,1,1,0,1,6,3,3,1,5,1,7,1,South
5,4,1,1,0,1,6,3,3,1,5,1,7,1,East
5,3,1,0,1,1,7,3,3,1,5,1,7,1,East
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
2,18,0,0,1,1,5,8,10,3,16,6,25,13,East
3,18,0,0,1,1,5,8,9,3,16,6,25,14,East
4,18,0,0,1,1,5,8,9,3,15,6,25,15,East
5,18,0,0,1,1,5,9,9,3,16,6,25,15,East
6,18,0,0,1,1,5,10,9,3,15,6,25,14,East
7,18,0,0,1,1,5,10,9,3,15,6,24,14,East
8,18,0,0,1,1,6,10,9,3,15,6,24,14,East
9,18,0,0,1,1,5,10,9,3,15,6,25,14,East
10,18,0,0,1,1,4,10,8,3,14,6,24,14,East
11,18,0,0,1,1,4,10,9,3,15,6,25,14,East
12,18,0,0,1,1,5,10,8,3,16,6,24,14,East
13,18,0,0,1,1,5,10,8,3,17,6,24,14,East
14,18,0,1,1,1,5,9,8,4,17,5,24,15,East
15,18,0,1,1,1,5,8,8,4,18,5,25,15,East
16,18,0,1,1,1,5,9,8,4,18,5,25,15,East
17,18,0,1,1,1,4,9,8,5,18,4,25,15,East
18,18,0,1,1,1,3,9,8,5,18,3,25,15,East
19,18,0,1,1,1,3,10,9,5,18,4,25,16,East
20,18,0,1,1,1,4,10,9,4,17,4,25,17,East
21,18,0,1,1,1,4,9,10,4,17,4,25,17,East
22,18,0,0,1,1,4,10,11,4,16,4,25,18,East
23,18,0,0,1,1,4,9,10,4,17,4,25,17,East
24,18,0,0,1,1,4,10,9,4,16,4,25,16,South
25,18,0,1,0,1,4,10,10,4,15,4,25,17,South
25,17,1,1,0,0,3,10,9,4,15,3,25,16,West
25,16,1,1,0,1,3,10,9,4,15,4,7,1,West
24,16,0,1,1,1,3,9,8,4,15,3,7,1,West
23,16,0,1,1,1,3,10,8,5,15,3,7,1,West
22,16,0,1,1,1,3,10,8,6,14,3,7,1,West
21,16,1,1,1,1,4,10,8,5,15,3,7,1,South
20,16,1,1,1,0,4,9,9,5,15,3,7,1,South
20,15,1,1,1,0,3,9,10,5,16,3,7,1,West
20,14,1,1,0,1,3,9,10,4,16,3,7,1,West
19,14,0,1,1,1,4,9,9,4,15,3,7,1,West
18,14,0,1,1,1,3,9,9,4,15,3,7,1,West
17,14,1,1,1,1,3,9,8,4,14,3,7,1,West
16,14,1,0,1,1,3,8,9,4,15,3,7,1,East
15,14,1,0,1,1,4,8,9,4,15,4,7,1,East
16,14,1,0,1,1,4,9,9,3,15,4,7,1,South
17,14,1,1,1,1,5,9,9,4,14,4,7,1,South
17,13,1,1,1,0,4,9,9,5,14,4,7,1,West
17,12,1,1,1,1,4,8,9,4,15,4,7,1,West
16,12,0,1,1,1,5,8,8,4,15,4,7,1,West
15,12,0,1,1,1,5,8,8,4,14,4,7,1,East
14,12,1,1,1,1,6,8,8,5,15,4,7,1,East
15,12,0,1,1,1,6,7,8,5,16,4,7,1,West
16,12,0,1,1,1,6,6,9,5,15,4,7,1,East
15,12,0,1,1,1,7,6,9,5,16,4,7,1,East
16,12,0,1,1,1,6,6,9,5,17,4,7,1,East
17,12,1,1,1,1,6,7,10,5,18,4,7,1,West
18,12,1,1,1,1,6,7,10,4,17,4,7,1,South
17,12,1,1,1,1,6,7,11,4,17,5,7,1,South
17,11,1,1,1,1,5,7,11,4,17,6,7,1,West
17,10,1,0,1,1,5,6,11,5,17,6,7,1,West
16,10,1,0,1,1,5,6,11,5,17,5,7,1,West
15,10,1,0,1,1,6,6,11,5,17,6,7,1,South
14,10,1,1,1,1,5,6,11,4,18,6,7,1,South
14,9,1,1,0,1,5,6,10,4,17,6,7,1,East
14,8,1,1,1,1,4,6,9,4,17,6,7,1,East
15,8,0,0,1,1,4,5,10,4,16,6,7,1,East
16,8,0,0,1,1,4,5,10,5,17,6,7,1,East
17,8,0,0,1,1,4,6,11,5,18,6,7,1,West
18,8,0,0,1,1,4,7,10,5,18,6,7,1,West
17,8,0,0,1,1,4,6,10,5,18,6,7,1,West
16,8,0,0,1,1,4,6,11,5,18,6,7,1,West
15,8,0,0,1,1,3,6,11,6,19,6,7,1,West
14,8,1,1,1,1,3,5,11,6,18,6,7,1,South
13,8,1,1,1,0,2,5,11,5,18,6,7,1,East
13,7,1,1,1,0,1,5,11,4,19,6,7,1,South
14,7,1,1,0,1,2,5,11,3,19,5,7,1,East
14,6,1,1,1,1,2,6,11,4,20,5,7,1,East
15,6,0,0,1,1,2,6,11,5,20,4,7,1,East
16,6,0,0,1,1,1,6,11,6,21,4,7,1,East
17,6,0,1,1,1,1,6,10,6,21,4,7,1,East
18,6,0,1,1,1,1,5,10,7,20,4,7,1,East
19,6,0,1,1,1,2,5,9,7,20,5,7,1,West
20,6,0,1,1,1,3,5,9,6,19,5,7,1,East
19,6,0,1,1,1,3,6,9,7,20,5,7,1,West
20,6,0,1,1,1,2,6,10,7,5,1,7,1,West
19,6,0,1,1,1,2,6,9,7,5,1,7,1,West
18,6,0,1,1,1,3,6,10,7,5,1,7,1,West
17,6,0,1,1,1,3,5,9,7,5,1,7,1,West
16,6,0,0,1,1,4,5,9,6,5,1,7,1,West
15,6,0,0,1,1,4,5,9,7,5,1,7,1,West
14,6,1,1,1,1,4,5,9,7,5,1,7,1,North
13,6,1,1,1,0,4,5,8,7,5,1,7,1,North
13,7,1,1,1,0,4,5,9,7,5,1,7,1,North
13,8,1,1,1,0,4,5,9,6,5,1,7,1,North
13,9,1,1,1,0,4,4,8,6,5,1,7,1,North
13,10,1,1,1,0,5,4,8,7,5,1,7,1,North
13,11,1,1,1,0,5,5,8,6,5,1,7,1,West
13,12,0,1,1,1,5,4,9,6,5,1,7,1,West
12,12,0,0,1,1,5,3,9,7,5,1,7,1,West
11,12,0,1,1,1,4,3,10,7,5,1,7,1,South
10,12,1,1,1,1,5,3,10,8,5,1,7,1,South
10,11,1,1,1,1,6,3,10,7,5,1,7,1,South
10,10,1,1,1,1,6,3,10,8,5,1,7,1,South
10,9,1,1,1,1,5,3,10,8,5,1,7,1,West
10,8,1,1,1,1,4,3,3,1,5,1,7,1,West
9,8,1,1,1,1,4,3,3,1,5,1,7,1,South
8,8,1,1,1,0,5,3,3,1,5,1,7,1,South
8,7,1,1,1,0,6,3,3,1,5,1,7,1,West
8,6,1,1,1,1,5,3,3,1,5,1,7,1,West
7,6,0,0,1,1,5,4,3,1,5,1,7,1,West
6,6,1,0,1,1,5,5,3,1,5,1,7,1,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,East
2,18,0,0,1,1,5,9,11,3,17,6,25,13,East
3,18,0,0,1,1,5,9,11,3,17,6,25,13,East
4,18,0,0,1,1,5,9,11,3,17,6,25,13,West
5,18,0,0,1,1,5,9,11,3,17,6,25,13,West
4,18,0,0,1,1,5,9,11,3,17,6,25,13,West
3,18,0,0,1,1,5,9,11,3,17,6,25,13,West
2,18,0,0,1,1,5,9,11,3,17,6,25,13,South
1,18,0,1,1,0,5,9,11,3,17,6,25,13,South
1,17,1,1,0,0,5,9,11,3,17,6,25,13,East
1,16,1,1,1,0,5,9,11,3,17,6,25,13,East
2,16,0,1,1,1,5,9,11,3,17,6,25,13,East
3,16,0,1,1,1,5,9,11,3,17,6,25,13,East
4,16,0,1,1,1,5,9,11,3,17,6,25,13,South
5,16,0,1,1,1,5,9,11,3,17,6,25,13,South
5,15,1,1,1,1,5,9,11,3,17,6,25,13,West
5,14,1,0,1,1,5,9,11,3,17,6,25,13,West
4,14,1,0,1,1,5,9,11,3,17,6,25,13,West
3,14,1,0,1,1,5,9,11,3,17,6,25,13,West
2,14,1,0,1,1,5,9,11,3,17,6,25,13,South
1,14,1,1,1,0,5,9,11,3,17,6,25,13,South
1,13,1,1,0,0,5,9,11,3,17,6,25,13,East
1,12,1,1,1,0,5,9,11,3,17,6,25,13,East
2,12,0,0,1,1,5,9,11,3,17,6,25,13,East
3,12,0,0,1,1,5,9,11,3,17,6,25,13,East
4,12,0,0,1,1,5,9,11,3,17,6,25,13,West
5,12,0,0,1,1,5,9,11,3,17,6,25,13,West
4,12,0,0,1,1,5,9,11,3,17,6,25,13,West
3,12,0,0,1,1,5,9,11,3,17,6,25,13,West
2,12,0,0,1,1,5,9,11,3,17,6,25,13,South
1,12,1,1,1,0,5,9,11,3,17,6,25,13,South
1,11,1,1,0,0,5,9,11,3,17,6,25,13,South
1,10,1,1,0,0,5,9,11,3,17,6,25,13,North
1,9,1,1,0,0,5,9,11,3,17,6,25,13,North
1,10,1,1,0,0,5,9,11,3,17,6,25,13,North
1,11,1,1,0,0,5,9,11,3,17,6,25,13,North
1,12,1,1,1,0,5,9,11,3,17,6,25,13,North
1,13,1,1,0,0,5,9,11,3,17,6,25,13,East
1,14,1,1,1,0,5,9,11,3,17,6,25,13,East
2,14,1,0,1,1,5,9,11,3,17,6,25,13,East
3,14,1,0,1,1,5,9,11,3,17,6,25,13,East
4,14,1,0,1,1,5,9,11,3,17,6,25,13,East
5,14,1,0,1,1,5,9,11,3,17,6,25,13,East
