@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R19-22,27-weka.filters.unsupervised.attribute.Remove-R3-6'

@attribute PacX numeric
@attribute PacY numeric
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute NextScore numeric

@data
13,3,12,15,14,15,16,15,16,15,13,13,15,16,-1,0,-2,-3
12,3,11,15,15,15,17,15,17,15,13,15,17,16,-1,0,-3,-4
12,4,11,15,14,15,17,15,16,15,12,13,16,16,-1,0,-4,-5
12,5,10,15,13,15,16,15,17,15,12,11,14,14,-1,0,-5,-6
11,5,11,15,14,15,15,15,16,15,10,13,14,15,-1,0,-6,-7
10,5,12,15,14,16,16,15,16,15,12,15,16,16,-1,0,-7,-8
9,5,12,15,14,16,15,15,16,15,13,16,16,17,-1,0,-8,-9
9,6,12,15,14,15,14,15,16,15,12,14,14,17,-1,0,-9,-10
9,7,12,15,13,15,13,15,17,15,11,12,12,15,-1,0,-10,-11
9,8,11,15,14,15,14,15,16,15,9,12,12,13,-1,0,-11,-12
10,8,12,15,15,15,13,15,15,15,9,12,10,13,-1,0,-12,-13
11,8,13,15,14,15,13,16,16,15,9,10,10,12,-1,0,-13,-14
12,8,12,15,15,15,14,16,16,15,7,10,10,12,-1,0,-14,-15
12,9,11,15,15,15,14,17,17,15,7,9,10,10,-1,0,-15,-16
12,10,11,15,16,15,14,16,16,15,6,9,8,8,-1,0,-16,-17
12,11,12,15,17,15,14,15,15,15,4,9,6,7,-1,0,-17,-18
11,11,11,15,16,15,15,15,15,15,4,9,8,7,-1,0,-18,-19
10,11,11,15,15,15,14,15,14,15,5,9,8,7,-1,0,-19,-20
9,11,10,15,15,15,13,15,13,15,5,10,8,9,-1,0,-20,-21
8,11,11,15,15,15,14,15,13,16,7,11,10,11,-1,0,-21,-22
8,12,10,15,16,15,14,15,14,16,5,11,9,10,-1,0,-22,-23
8,13,11,15,16,15,14,15,14,16,5,10,8,8,-1,0,-23,-24
8,14,11,15,17,15,14,15,14,15,4,10,7,6,-1,0,-24,-25
8,15,11,15,17,15,15,15,13,15,3,9,7,6,-1,0,-25,-26
8,16,10,15,16,15,15,15,14,15,3,9,8,8,-1,0,-26,-27
8,17,10,15,16,15,16,15,15,15,4,10,10,10,-1,0,-27,-28
9,17,10,15,17,15,17,15,16,15,3,10,10,9,-1,0,-28,-29
10,17,10,15,16,15,17,15,16,15,2,8,9,9,-1,0,-29,-30
11,17,10,15,15,15,17,15,17,15,3,6,8,8,-1,0,-30,-31
12,17,11,15,16,15,16,15,17,15,3,6,6,7,-1,0,-31,-32
13,17,10,15,16,15,16,15,17,15,5,5,5,6,-1,0,-32,-33
13,16,11,15,17,15,15,15,17,15,3,5,3,4,-1,0,-33,-34
13,15,10,15,16,15,15,15,16,15,3,3,2,4,-1,0,-34,-35
12,15,10,15,16,15,15,15,17,15,2,4,3,5,-1,0,-35,-36
13,15,10,15,16,15,14,15,17,15,3,3,1,3,-1,0,-36,163
14,15,10,15,15,15,5,1,16,15,4,1,-1,1,-1,0,163,562
15,15,10,15,3,1,5,1,7,1,5,-1,-1,-1,-1,0,562,561
14,15,11,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,561,560
13,15,10,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,560,559
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-1,-2
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-2,-3
13,3,10,15,13,15,14,15,17,15,15,12,13,16,-1,0,-3,-4
12,3,10,15,13,15,14,15,17,15,14,13,14,17,-1,0,-4,-5
12,4,10,15,13,15,14,15,17,15,13,12,13,16,-1,0,-5,-6
12,5,10,15,13,15,14,15,17,15,12,11,12,15,-1,0,-6,-7
11,5,10,15,13,15,14,15,17,15,11,12,13,16,-1,0,-7,-8
10,5,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-8,-9
9,5,10,15,13,15,14,15,17,15,11,14,15,18,-1,0,-9,-10
9,6,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-10,-11
9,7,10,15,13,15,14,15,17,15,9,12,13,16,-1,0,-11,-12
9,8,10,15,13,15,14,15,17,15,8,11,12,15,-1,0,-12,-13
10,8,10,15,13,15,14,15,17,15,7,10,11,14,-1,0,-13,-14
11,8,10,15,13,15,14,15,17,15,8,9,10,13,-1,0,-14,-15
12,8,10,15,13,15,14,15,17,15,9,8,9,12,-1,0,-15,-16
12,9,10,15,13,15,14,15,17,15,8,7,8,11,-1,0,-16,-17
12,10,10,15,13,15,14,15,17,15,7,6,7,10,-1,0,-17,-18
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-18,-19
11,11,10,15,13,15,14,15,17,15,5,6,7,10,-1,0,-19,-20
10,11,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-20,-21
9,11,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-21,-22
8,11,10,15,13,15,14,15,17,15,6,9,10,13,-1,0,-22,-23
8,12,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-23,-24
8,13,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-24,-25
8,14,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-25,-26
8,15,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-26,-27
8,16,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-27,-28
8,17,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-28,-29
8,17,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-29,-30
9,17,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-30,-31
10,17,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-31,-32
11,17,10,15,13,15,14,15,17,15,3,4,5,8,-1,0,-32,-33
12,17,10,15,13,15,14,15,17,15,4,3,4,7,-1,0,-33,-34
12,18,10,15,13,15,14,15,17,15,5,4,5,8,-1,0,-34,-35
12,19,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-35,-36
12,20,10,15,13,15,14,15,17,15,7,6,7,10,-1,0,-36,-37
11,20,10,15,13,15,14,15,17,15,6,7,8,11,-1,0,-37,-38
10,20,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-38,-39
9,20,10,15,13,15,14,15,17,15,6,9,10,13,-1,0,-39,-40
9,21,10,15,13,15,14,15,17,15,7,10,11,14,-1,0,-40,-41
9,22,10,15,13,15,14,15,17,15,8,11,12,15,-1,0,-41,-42
9,23,10,15,13,15,14,15,17,15,9,12,13,16,-1,0,-42,-43
10,23,10,15,13,15,14,15,17,15,8,11,12,15,-1,0,-43,-44
11,23,10,15,13,15,14,15,17,15,9,10,11,14,-1,0,-44,-45
12,23,10,15,13,15,14,15,17,15,10,9,10,13,-1,0,-45,-46
13,23,10,15,13,15,14,15,17,15,11,8,9,12,-1,0,-46,-47
14,23,10,15,13,15,14,15,17,15,12,9,8,11,-1,0,-47,-48
15,23,10,15,13,15,14,15,17,15,13,10,9,10,-1,0,-48,-49
16,23,10,15,13,15,14,15,17,15,14,11,10,9,-1,0,-49,-50
17,23,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-50,-51
18,23,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-51,-52
18,22,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-52,-53
18,21,10,15,13,15,14,15,17,15,14,11,10,7,-1,0,-53,-54
18,20,10,15,13,15,14,15,17,15,13,10,9,6,-1,0,-54,-55
17,20,10,15,13,15,14,15,17,15,12,9,8,5,-1,0,-55,-56
16,20,10,15,13,15,14,15,17,15,11,8,7,6,-1,0,-56,-57
15,20,10,15,13,15,14,15,17,15,10,7,6,7,-1,0,-57,-58
15,19,10,15,13,15,14,15,17,15,9,6,5,6,-1,0,-58,-59
15,18,10,15,13,15,14,15,17,15,8,5,4,5,-1,0,-59,-60
15,17,10,15,13,15,14,15,17,15,7,4,3,4,-1,0,-60,-61
15,17,10,15,13,15,14,15,17,15,7,4,3,4,-1,0,-61,-62
15,17,10,15,13,15,14,15,17,15,7,4,3,4,-1,0,-62,-63
14,17,10,15,13,15,14,15,17,15,6,3,2,5,-1,0,-63,-64
14,16,10,15,13,15,14,15,17,15,5,2,1,4,-1,0,-64,135
14,15,10,15,13,15,5,1,17,15,4,1,-1,3,-1,0,135,134
15,15,10,15,13,15,5,1,17,15,5,2,-1,2,-1,0,134,133
16,15,10,15,13,15,5,1,17,15,6,3,-1,1,-1,0,133,332
17,15,10,15,13,15,5,1,7,1,7,4,-1,-1,-1,0,332,331
16,15,10,15,13,15,5,1,7,1,6,3,-1,-1,-1,0,331,330
15,15,10,15,13,15,5,1,7,1,5,2,-1,-1,-1,0,330,329
14,15,10,15,13,15,5,1,7,1,4,1,-1,-1,-1,0,329,528
13,15,10,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,528,527
12,15,10,15,3,1,5,1,7,1,2,-1,-1,-1,-1,0,527,526
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-1,-2
13,3,10,15,13,15,14,15,17,15,15,12,13,16,-1,0,-2,-3
12,3,10,15,13,15,14,15,17,15,14,13,14,17,-1,0,-3,-4
12,4,10,15,13,15,14,15,17,15,13,12,13,16,-1,0,-4,-5
12,5,10,15,13,15,14,15,17,15,12,11,12,15,-1,0,-5,-6
11,5,10,15,13,15,14,15,17,15,11,12,13,16,-1,0,-6,-7
10,5,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-7,-8
9,5,10,15,13,15,14,15,17,15,11,14,15,18,-1,0,-8,-9
9,6,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-9,-10
9,7,10,15,13,15,14,15,17,15,9,12,13,16,-1,0,-10,-11
9,8,10,15,13,15,14,15,17,15,8,11,12,15,-1,0,-11,-12
10,8,10,15,13,15,14,15,17,15,7,10,11,14,-1,0,-12,-13
11,8,10,15,13,15,14,15,17,15,8,9,10,13,-1,0,-13,-14
12,8,10,15,13,15,14,15,17,15,9,8,9,12,-1,0,-14,-15
12,9,10,15,13,15,14,15,17,15,8,7,8,11,-1,0,-15,-16
12,10,10,15,13,15,14,15,17,15,7,6,7,10,-1,0,-16,-17
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-17,-18
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-18,-19
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-19,-20
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-20,-21
11,11,10,15,13,15,14,15,17,15,5,6,7,10,-1,0,-21,-22
10,11,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-22,-23
9,11,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-23,-24
8,11,10,15,13,15,14,15,17,15,6,9,10,13,-1,0,-24,-25
8,12,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-25,-26
8,13,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-26,-27
8,14,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-27,-28
8,15,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-28,-29
8,16,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-29,-30
8,17,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-30,-31
9,17,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-31,-32
10,17,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-32,-33
11,17,10,15,13,15,14,15,17,15,3,4,5,8,-1,0,-33,-34
12,17,10,15,13,15,14,15,17,15,4,3,4,7,-1,0,-34,-35
13,17,10,15,13,15,14,15,17,15,5,2,3,6,-1,0,-35,-36
13,16,10,15,13,15,14,15,17,15,4,1,2,5,-1,0,-36,163
13,15,10,15,3,1,14,15,17,15,3,-1,1,4,-1,0,163,162
13,15,10,15,3,1,14,15,17,15,3,-1,1,4,-1,0,162,161
13,15,10,15,3,1,14,15,17,15,3,-1,1,4,-1,0,161,360
14,15,10,15,3,1,5,1,17,15,4,-1,-1,3,-1,0,360,359
15,15,10,15,3,1,5,1,17,15,5,-1,-1,2,-1,0,359,358
16,15,10,15,3,1,5,1,17,15,6,-1,-1,1,-1,0,358,557
17,15,10,15,3,1,5,1,7,1,7,-1,-1,-1,-1,0,557,556
16,15,10,15,3,1,5,1,7,1,6,-1,-1,-1,-1,0,556,555
15,15,10,15,3,1,5,1,7,1,5,-1,-1,-1,-1,0,555,554
14,15,10,15,3,1,5,1,7,1,4,-1,-1,-1,-1,0,554,553
13,15,10,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,553,552
12,15,10,15,3,1,5,1,7,1,2,-1,-1,-1,-1,0,552,551
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-1,-2
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-2,-3
15,3,10,15,13,15,14,15,17,15,17,14,13,14,-1,0,-3,-4
15,4,10,15,13,15,14,15,17,15,16,13,12,13,-1,0,-4,-5
15,5,10,15,13,15,14,15,17,15,15,12,11,12,-1,0,-5,-6
16,5,10,15,13,15,14,15,17,15,16,13,12,11,-1,0,-6,-7
17,5,10,15,13,15,14,15,17,15,17,14,13,10,-1,0,-7,-8
18,5,10,15,13,15,14,15,17,15,18,15,14,11,-1,0,-8,-9
18,6,10,15,13,15,14,15,17,15,17,14,13,10,-1,0,-9,-10
18,7,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-10,-11
18,8,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-11,-12
19,8,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-12,-13
20,8,10,15,13,15,14,15,17,15,17,14,13,10,-1,0,-13,-14
21,8,10,15,13,15,14,15,17,15,18,15,14,11,-1,0,-14,-15
21,9,10,15,13,15,14,15,17,15,17,14,13,10,-1,0,-15,-16
21,10,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-16,-17
21,11,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-17,-18
20,11,10,15,13,15,14,15,17,15,14,11,10,7,-1,0,-18,-19
19,11,10,15,13,15,14,15,17,15,13,10,9,6,-1,0,-19,-20
19,12,10,15,13,15,14,15,17,15,12,9,8,5,-1,0,-20,-21
19,13,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-21,-22
19,14,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-22,-23
19,15,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-23,-24
19,16,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-24,-25
19,17,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-25,-26
18,17,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-26,-27
17,17,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-27,-28
16,17,10,15,13,15,14,15,17,15,8,5,4,3,-1,0,-28,-29
17,17,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-29,-30
18,17,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-30,-31
19,17,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-31,-32
19,16,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-32,-33
19,15,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-33,-34
19,14,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-34,-35
19,13,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-35,-36
19,12,10,15,13,15,14,15,17,15,12,9,8,5,-1,0,-36,-37
19,13,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-37,-38
19,14,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-38,-39
19,15,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-39,-40
20,15,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-40,-41
21,15,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-41,-42
22,15,10,15,13,15,14,15,17,15,12,9,8,5,-1,0,-42,-43
23,15,10,15,13,15,14,15,17,15,13,10,9,6,-1,0,-43,-44
24,15,10,15,13,15,14,15,17,15,14,11,10,7,-1,0,-44,-45
25,15,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-45,-46
26,15,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-46,-47
26,15,10,15,13,15,14,15,17,15,16,13,12,9,-1,0,-47,-48
25,15,10,15,13,15,14,15,17,15,15,12,11,8,-1,0,-48,-49
24,15,10,15,13,15,14,15,17,15,14,11,10,7,-1,0,-49,-50
23,15,10,15,13,15,14,15,17,15,13,10,9,6,-1,0,-50,-51
22,15,10,15,13,15,14,15,17,15,12,9,8,5,-1,0,-51,-52
21,15,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-52,-53
20,15,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-53,-54
19,15,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-54,-55
19,16,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-55,-56
19,17,10,15,13,15,14,15,17,15,11,8,7,4,-1,0,-56,-57
18,17,10,15,13,15,14,15,17,15,10,7,6,3,-1,0,-57,-58
17,17,10,15,13,15,14,15,17,15,9,6,5,2,-1,0,-58,-59
16,17,10,15,13,15,14,15,17,15,8,5,4,3,-1,0,-59,-60
15,17,10,15,13,15,14,15,17,15,7,4,3,4,-1,0,-60,-61
14,17,10,15,13,15,14,15,17,15,6,3,2,5,-1,0,-61,-62
14,16,10,15,13,15,14,15,17,15,5,2,1,4,-1,0,-62,137
14,15,10,15,13,15,5,1,17,15,4,1,-1,3,-1,0,137,136
15,15,10,15,13,15,5,1,17,15,5,2,-1,2,-1,0,136,135
16,15,10,15,13,15,5,1,17,15,6,3,-1,1,-1,0,135,334
17,15,10,15,13,15,5,1,7,1,7,4,-1,-1,-1,0,334,333
17,15,10,15,13,15,5,1,7,1,7,4,-1,-1,-1,0,333,332
16,15,10,15,13,15,5,1,7,1,6,3,-1,-1,-1,0,332,331
15,15,10,15,13,15,5,1,7,1,5,2,-1,-1,-1,0,331,330
14,15,10,15,13,15,5,1,7,1,4,1,-1,-1,-1,0,330,529
13,15,10,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,529,528
12,15,10,15,3,1,5,1,7,1,2,-1,-1,-1,-1,0,528,527
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,0,-1
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-1,-2
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-2,-3
14,3,10,15,13,15,14,15,17,15,16,13,12,15,-1,0,-3,-4
13,3,10,15,13,15,14,15,17,15,15,12,13,16,-1,0,-4,-5
12,3,10,15,13,15,14,15,17,15,14,13,14,17,-1,0,-5,-6
12,4,10,15,13,15,14,15,17,15,13,12,13,16,-1,0,-6,-7
12,5,10,15,13,15,14,15,17,15,12,11,12,15,-1,0,-7,-8
11,5,10,15,13,15,14,15,17,15,11,12,13,16,-1,0,-8,-9
10,5,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-9,-10
9,5,10,15,13,15,14,15,17,15,11,14,15,18,-1,0,-10,-11
9,6,10,15,13,15,14,15,17,15,10,13,14,17,-1,0,-11,-12
9,7,10,15,13,15,14,15,17,15,9,12,13,16,-1,0,-12,-13
9,8,10,15,13,15,14,15,17,15,8,11,12,15,-1,0,-13,-14
10,8,10,15,13,15,14,15,17,15,7,10,11,14,-1,0,-14,-15
11,8,10,15,13,15,14,15,17,15,8,9,10,13,-1,0,-15,-16
12,8,10,15,13,15,14,15,17,15,9,8,9,12,-1,0,-16,-17
12,9,10,15,13,15,14,15,17,15,8,7,8,11,-1,0,-17,-18
12,10,10,15,13,15,14,15,17,15,7,6,7,10,-1,0,-18,-19
12,11,10,15,13,15,14,15,17,15,6,5,6,9,-1,0,-19,-20
11,11,10,15,13,15,14,15,17,15,5,6,7,10,-1,0,-20,-21
10,11,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-21,-22
9,11,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-22,-23
8,11,10,15,13,15,14,15,17,15,6,9,10,13,-1,0,-23,-24
8,12,10,15,13,15,14,15,17,15,5,8,9,12,-1,0,-24,-25
8,13,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-25,-26
8,14,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-26,-27
8,15,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-27,-28
8,16,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-28,-29
8,17,10,15,13,15,14,15,17,15,4,7,8,11,-1,0,-29,-30
9,17,10,15,13,15,14,15,17,15,3,6,7,10,-1,0,-30,-31
10,17,10,15,13,15,14,15,17,15,2,5,6,9,-1,0,-31,-32
11,17,10,15,13,15,14,15,17,15,3,4,5,8,-1,0,-32,-33
12,17,10,15,13,15,14,15,17,15,4,3,4,7,-1,0,-33,-34
13,17,10,15,13,15,14,15,17,15,5,2,3,6,-1,0,-34,-35
13,16,10,15,13,15,14,15,17,15,4,1,2,5,-1,0,-35,-36
14,16,10,15,13,15,14,15,17,15,5,2,1,4,-1,0,-36,-37
14,16,10,15,13,15,14,15,17,15,5,2,1,4,-1,0,-37,162
14,15,10,15,13,15,5,1,17,15,4,1,-1,3,-1,0,162,161
14,15,10,15,13,15,5,1,17,15,4,1,-1,3,-1,0,161,160
15,15,10,15,13,15,5,1,17,15,5,2,-1,2,-1,0,160,159
16,15,10,15,13,15,5,1,17,15,6,3,-1,1,-1,0,159,358
17,15,10,15,13,15,5,1,7,1,7,4,-1,-1,-1,0,358,357
16,15,10,15,13,15,5,1,7,1,6,3,-1,-1,-1,0,357,356
15,15,10,15,13,15,5,1,7,1,5,2,-1,-1,-1,0,356,355
14,15,10,15,13,15,5,1,7,1,4,1,-1,-1,-1,0,355,554
13,15,10,15,3,1,5,1,7,1,3,-1,-1,-1,-1,0,554,553
12,15,10,15,3,1,5,1,7,1,2,-1,-1,-1,-1,0,553,552
1,18,5,9,11,3,17,6,25,13,13,25,28,29,-1,0,0,-1
1,18,5,8,11,3,16,6,25,13,14,25,27,28,-1,0,-1,-2
1,18,4,8,11,4,17,6,25,14,13,24,28,29,-1,0,-2,-3
1,18,4,8,10,4,17,6,25,13,13,23,28,28,-1,0,-3,-4
2,18,5,8,10,4,17,5,25,14,13,22,28,28,-1,0,-4,-5
3,18,5,7,9,4,17,4,25,13,13,20,28,26,-1,0,-5,-6
4,18,5,8,9,4,17,5,25,14,11,19,26,24,-1,0,-6,-7
5,18,5,7,10,4,17,4,25,15,11,19,26,23,-1,0,-7,-8
4,18,5,8,11,4,17,5,25,15,11,21,26,23,-1,0,-8,-9
3,18,5,7,11,3,17,4,25,16,13,23,28,23,-1,0,-9,-10
2,18,5,8,10,3,17,4,24,16,13,23,29,25,-1,0,-10,-11
1,18,6,8,10,3,17,3,24,15,15,24,31,25,-1,0,-11,-12
1,17,6,7,11,3,17,4,24,16,15,24,29,25,-1,0,-12,-13
1,16,6,8,11,3,18,4,25,16,13,23,29,25,-1,0,-13,-14
1,15,6,9,10,3,18,3,25,17,11,21,29,25,-1,0,-14,-15
1,14,6,8,10,3,19,3,25,16,11,20,29,25,-1,0,-15,-16
1,13,6,8,10,3,19,4,25,15,10,19,27,25,-1,0,-16,-17
1,12,5,8,10,3,20,4,25,14,8,18,27,27,-1,0,-17,-18
1,11,5,8,11,3,21,4,25,15,7,18,27,28,-1,0,-18,-19
1,10,4,8,11,3,22,4,25,15,5,17,27,28,-1,0,-19,-20
1,9,4,9,10,3,22,4,25,14,3,15,26,28,-1,0,-20,-21
1,8,3,9,10,3,23,4,24,14,3,14,26,29,-1,0,-21,-22
1,7,3,9,10,4,23,5,24,14,4,12,24,29,-1,0,-22,-23
1,6,3,10,10,4,23,6,23,14,6,11,22,29,-1,0,-23,-24
2,6,3,10,10,4,22,6,23,13,5,10,20,27,-1,0,-24,-25
3,6,3,10,9,4,21,6,22,13,4,8,18,27,-1,0,-25,-26
3,7,3,10,9,4,22,6,23,13,3,9,20,25,-1,0,-26,-27
3,8,4,10,8,4,21,6,22,13,3,9,20,25,-1,0,-27,-28
3,9,4,9,9,4,22,6,23,13,1,11,22,25,-1,0,-28,-29
3,10,4,9,9,4,22,6,23,14,2,12,23,24,-1,0,-29,-30
4,10,4,8,8,4,21,6,23,14,2,10,21,24,-1,0,-30,-31
5,10,3,8,9,4,21,6,24,14,4,10,20,22,-1,0,-31,-32
5,9,4,8,8,4,22,6,23,14,2,8,20,22,-1,0,-32,-33
5,8,4,7,8,4,21,6,22,14,2,7,18,22,-1,0,-33,-34
4,8,3,7,8,5,21,6,22,13,2,7,19,23,-1,0,-34,-35
4,7,3,8,8,5,20,6,22,13,2,6,17,24,-1,0,-35,-36
4,6,3,7,8,4,21,6,22,13,2,6,17,26,-1,0,-36,-37
3,6,3,8,8,4,22,6,23,13,2,7,19,27,-1,0,-37,-38
3,7,3,8,8,3,23,6,23,13,1,9,21,26,-1,0,-38,161
3,8,1,1,8,4,23,5,23,13,-1,9,23,25,-1,0,161,160
3,9,1,1,8,5,23,4,23,13,-1,9,25,24,-1,0,160,159
4,9,1,1,8,5,23,3,23,13,-1,8,25,24,-1,0,159,158
5,9,1,1,8,5,23,3,23,14,-1,7,24,22,-1,0,158,157
5,8,1,1,9,5,23,4,23,13,-1,7,22,22,-1,0,157,156
5,7,1,1,9,6,23,5,22,13,-1,5,20,24,-1,0,156,155
5,6,1,1,9,5,23,5,23,13,-1,5,19,26,-1,0,155,154
6,6,1,1,9,4,23,5,23,14,-1,5,18,24,-1,0,154,153
7,6,1,1,8,4,23,6,22,14,-1,3,16,23,-1,0,153,152
8,6,1,1,8,4,23,5,22,14,-1,2,16,23,-1,0,152,151
9,6,1,1,8,5,23,5,23,14,-1,2,15,23,-1,0,151,150
9,5,1,1,8,5,23,5,23,15,-1,1,14,23,-1,0,150,149
9,4,1,1,9,5,23,4,22,15,-1,1,14,23,-1,0,149,148
8,4,1,1,9,5,23,5,22,14,-1,2,16,24,-1,0,148,147
8,5,1,1,9,4,24,5,22,14,-1,2,16,24,-1,0,147,146
9,5,1,1,9,4,24,4,23,14,-1,1,16,24,-1,0,146,145
10,5,1,1,8,4,24,5,24,14,-1,3,14,23,-1,0,145,144
10,4,1,1,8,4,23,5,24,14,-1,2,14,25,-1,0,144,143
9,4,1,1,8,4,24,5,25,14,-1,1,16,25,-1,0,143,342
8,4,1,1,3,1,24,5,25,13,-1,-1,17,26,-1,0,342,341
8,5,1,1,3,1,25,5,25,13,-1,-1,17,25,-1,0,341,340
8,6,1,1,3,1,25,5,25,13,-1,-1,18,24,-1,0,340,339
8,7,1,1,3,1,25,4,25,13,-1,-1,20,23,-1,0,339,338
9,7,1,1,3,1,25,4,25,13,-1,-1,19,22,-1,0,338,337
10,7,1,1,3,1,24,4,25,13,-1,-1,17,22,-1,0,337,336
10,8,1,1,3,1,24,5,25,14,-1,-1,17,21,-1,0,336,335
10,9,1,1,3,1,24,5,25,14,-1,-1,18,19,-1,0,335,334
10,10,1,1,3,1,25,5,25,13,-1,-1,20,19,-1,0,334,333
10,11,1,1,3,1,24,5,25,14,-1,-1,20,17,-1,0,333,332
