@relation 'training_tutorial1.arff-weka.filters.unsupervised.attribute.Reorder-R1-25,27,26'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute DistGosth1 numeric
@attribute DistGosth2 numeric
@attribute DistGosth3 numeric
@attribute DistGosth4 numeric
@attribute GhostDir1 {North,South,East,West,Stop}
@attribute GhostDir2 {North,South,East,West,Stop}
@attribute GhostDir3 {North,South,East,West,Stop}
@attribute GhostDir4 {North,South,East,West,Stop}
@attribute NearestFoodDist numeric
@attribute NumOfFood numeric
@attribute Score numeric
@attribute Direction {North,South,East,West,Stop}
@attribute NextScore numeric

@data
17,12,1,1,1,1,4,8,9,4,15,4,7,1,17,16,10,-1,East,West,East,Stop,-1,0,158,West,157
16,12,0,1,1,1,5,8,8,4,15,4,7,1,15,16,9,-1,East,West,West,Stop,-1,0,157,West,156
15,12,0,1,1,1,5,8,8,4,14,4,7,1,14,15,9,-1,East,North,East,Stop,-1,0,156,East,155
14,12,1,1,1,1,6,8,8,5,15,4,7,1,12,13,9,-1,South,North,East,Stop,-1,0,155,East,154
15,12,0,1,1,1,6,7,8,5,16,4,7,1,14,14,9,-1,South,East,West,Stop,-1,0,154,West,153
16,12,0,1,1,1,6,6,9,5,15,4,7,1,16,14,9,-1,East,East,East,Stop,-1,0,153,East,152
15,12,0,1,1,1,7,6,9,5,16,4,7,1,14,13,9,-1,West,East,East,Stop,-1,0,152,East,151
16,12,0,1,1,1,6,6,9,5,17,4,7,1,16,14,9,-1,North,East,East,Stop,-1,0,151,East,150
17,12,1,1,1,1,6,7,10,5,18,4,7,1,16,14,9,-1,North,South,West,Stop,-1,0,150,West,149
18,12,1,1,1,1,6,7,10,4,17,4,7,1,17,16,9,-1,North,East,North,Stop,-1,0,149,South,148
17,12,1,1,1,1,6,7,11,4,17,5,7,1,16,14,7,-1,West,East,North,Stop,-1,0,148,South,147
17,11,1,1,1,1,5,7,11,4,17,6,7,1,16,13,5,-1,South,North,North,Stop,-1,0,147,West,146
17,10,1,0,1,1,5,6,11,5,17,6,7,1,16,11,4,-1,South,North,South,Stop,-1,0,146,West,145
16,10,1,0,1,1,5,6,11,5,17,5,7,1,15,10,6,-1,East,North,North,Stop,-1,0,145,West,144
15,10,1,0,1,1,6,6,11,5,17,6,7,1,13,9,6,-1,West,South,East,Stop,-1,0,144,South,143
14,10,1,1,1,1,5,6,11,4,18,6,7,1,13,9,8,-1,West,West,West,Stop,-1,0,143,South,142
14,9,1,1,0,1,5,6,10,4,17,6,7,1,12,9,6,-1,West,West,West,Stop,-1,0,142,East,141
14,8,1,1,1,1,4,6,9,4,17,6,7,1,12,9,5,-1,South,East,West,Stop,-1,0,141,East,140
15,8,0,0,1,1,4,5,10,4,16,6,7,1,14,9,3,-1,South,North,East,Stop,-1,0,140,East,139
16,8,0,0,1,1,4,5,10,5,17,6,7,1,15,9,3,-1,North,East,East,Stop,-1,0,139,East,138
17,8,0,0,1,1,4,6,11,5,18,6,7,1,15,9,3,-1,North,West,East,Stop,-1,0,138,West,137
18,8,0,0,1,1,4,7,10,5,18,6,7,1,15,11,2,-1,South,West,East,Stop,-1,0,137,West,136
17,8,0,0,1,1,4,6,10,5,18,6,7,1,15,10,3,-1,South,East,East,Stop,-1,0,136,West,135
16,8,0,0,1,1,4,6,11,5,18,6,7,1,14,8,4,-1,West,North,East,Stop,-1,0,135,West,134
15,8,0,0,1,1,3,6,11,6,19,6,7,1,14,6,6,-1,South,North,West,Stop,-1,0,134,West,133
14,8,1,1,1,1,3,5,11,6,18,6,7,1,14,5,6,-1,West,South,West,Stop,-1,0,133,South,132
13,8,1,1,1,0,2,5,11,5,18,6,7,1,14,5,7,-1,West,South,East,Stop,-1,0,132,East,131
13,7,1,1,1,0,1,5,11,4,19,6,7,1,14,5,7,-1,East,South,South,Stop,-1,0,131,South,130
14,7,1,1,0,1,2,5,11,3,19,5,7,1,14,7,7,-1,North,North,East,Stop,-1,0,130,East,129
14,6,1,1,1,1,2,6,11,4,20,5,7,1,12,5,7,-1,North,North,South,Stop,-1,0,129,East,128
15,6,0,0,1,1,2,6,11,5,20,4,7,1,13,5,7,-1,West,North,East,Stop,-1,0,128,East,127
16,6,0,0,1,1,1,6,11,6,21,4,7,1,15,5,7,-1,West,West,East,Stop,-1,0,127,East,126
17,6,0,1,1,1,1,6,10,6,21,4,7,1,16,7,6,-1,South,North,West,Stop,-1,0,126,East,125
18,6,0,1,1,1,1,5,10,7,20,4,7,1,18,9,4,-1,East,West,North,Stop,-1,0,125,East,124
19,6,0,1,1,1,2,5,9,7,20,5,7,1,18,11,2,-1,East,South,West,Stop,-1,0,124,West,123
20,6,0,1,1,1,3,5,9,6,19,5,7,1,18,11,2,-1,North,North,East,Stop,-1,0,123,East,122
19,6,0,1,1,1,3,6,9,7,20,5,7,1,16,11,2,-1,West,East,Stop,Stop,-1,0,122,West,321
20,6,0,1,1,1,2,6,10,7,5,1,7,1,18,11,-1,-1,West,West,Stop,Stop,-1,0,321,West,320
19,6,0,1,1,1,2,6,9,7,5,1,7,1,17,11,-1,-1,East,East,Stop,Stop,-1,0,320,West,319
18,6,0,1,1,1,3,6,10,7,5,1,7,1,15,9,-1,-1,South,West,Stop,Stop,-1,0,319,West,318
17,6,0,1,1,1,3,5,9,7,5,1,7,1,15,9,-1,-1,East,South,Stop,Stop,-1,0,318,West,317
16,6,0,0,1,1,4,5,9,6,5,1,7,1,13,7,-1,-1,East,North,Stop,Stop,-1,0,317,West,316
15,6,0,0,1,1,4,5,9,7,5,1,7,1,12,7,-1,-1,East,North,Stop,Stop,-1,0,316,West,315
14,6,1,1,1,1,4,5,9,7,5,1,7,1,11,6,-1,-1,East,West,Stop,Stop,-1,0,315,North,314
13,6,1,1,1,0,4,5,8,7,5,1,7,1,10,6,-1,-1,East,East,Stop,Stop,-1,0,314,North,313
13,7,1,1,1,0,4,5,9,7,5,1,7,1,11,4,-1,-1,East,South,Stop,Stop,-1,0,313,North,312
13,8,1,1,1,0,4,5,9,6,5,1,7,1,12,6,-1,-1,South,West,Stop,Stop,-1,0,312,North,311
13,9,1,1,1,0,4,4,8,6,5,1,7,1,14,8,-1,-1,East,North,Stop,Stop,-1,0,311,North,310
13,10,1,1,1,0,5,4,8,7,5,1,7,1,14,8,-1,-1,North,South,Stop,Stop,-1,0,310,North,309
13,11,1,1,1,0,5,5,8,6,5,1,7,1,14,10,-1,-1,South,East,Stop,Stop,-1,0,309,West,308
13,12,0,1,1,1,5,4,9,6,5,1,7,1,16,10,-1,-1,South,North,Stop,Stop,-1,0,308,West,307
12,12,0,0,1,1,5,3,9,7,5,1,7,1,16,8,-1,-1,West,East,Stop,Stop,-1,0,307,West,306
11,12,0,1,1,1,4,3,10,7,5,1,7,1,16,6,-1,-1,East,North,Stop,Stop,-1,0,306,South,305
10,12,1,1,1,1,5,3,10,8,5,1,7,1,14,4,-1,-1,East,South,Stop,Stop,-1,0,305,South,304
10,11,1,1,1,1,6,3,10,7,5,1,7,1,12,4,-1,-1,East,North,Stop,Stop,-1,0,304,South,303
10,10,1,1,1,1,6,3,10,8,5,1,7,1,11,2,-1,-1,West,Stop,Stop,Stop,-1,0,303,South,302
10,9,1,1,1,1,5,3,10,8,5,1,7,1,11,1,-1,-1,West,Stop,Stop,Stop,-1,0,302,West,501
10,8,1,1,1,1,4,3,3,1,5,1,7,1,11,-1,-1,-1,West,Stop,Stop,Stop,-1,0,501,West,500
9,8,1,1,1,1,4,3,3,1,5,1,7,1,10,-1,-1,-1,East,Stop,Stop,Stop,-1,0,500,South,499
8,8,1,1,1,0,5,3,3,1,5,1,7,1,8,-1,-1,-1,East,Stop,Stop,Stop,-1,0,499,South,498
8,7,1,1,1,0,6,3,3,1,5,1,7,1,6,-1,-1,-1,West,Stop,Stop,Stop,-1,0,498,West,497
8,6,1,1,1,1,5,3,3,1,5,1,7,1,6,-1,-1,-1,North,Stop,Stop,Stop,-1,0,497,West,496
7,6,0,0,1,1,5,4,3,1,5,1,7,1,4,-1,-1,-1,North,Stop,Stop,Stop,-1,0,496,West,495
6,6,1,0,1,1,5,5,3,1,5,1,7,1,2,-1,-1,-1,Stop,Stop,Stop,Stop,-1,0,495,South,494
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,-1,0,0,East,-1
2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,-1,0,-1,East,-2
3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,-1,0,-2,East,-3
4,18,0,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,-1,0,-3,West,-4
5,18,0,0,1,1,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,-1,0,-4,West,-5
4,18,0,0,1,1,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,-1,0,-5,West,-6
3,18,0,0,1,1,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,-1,0,-6,West,-7
2,18,0,0,1,1,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,-1,0,-7,South,-8
1,18,0,1,1,0,5,9,11,3,17,6,25,13,13,25,28,29,Stop,Stop,Stop,Stop,-1,0,-8,South,-9
1,17,1,1,0,0,5,9,11,3,17,6,25,13,12,24,27,28,Stop,Stop,Stop,Stop,-1,0,-9,East,-10
1,16,1,1,1,0,5,9,11,3,17,6,25,13,11,23,26,27,Stop,Stop,Stop,Stop,-1,0,-10,East,-11
2,16,0,1,1,1,5,9,11,3,17,6,25,13,10,22,25,26,Stop,Stop,Stop,Stop,-1,0,-11,East,-12
3,16,0,1,1,1,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,-1,0,-12,East,-13
4,16,0,1,1,1,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,-1,0,-13,South,-14
5,16,0,1,1,1,5,9,11,3,17,6,25,13,7,19,22,23,Stop,Stop,Stop,Stop,-1,0,-14,South,-15
5,15,1,1,1,1,5,9,11,3,17,6,25,13,6,18,21,22,Stop,Stop,Stop,Stop,-1,0,-15,West,-16
5,14,1,0,1,1,5,9,11,3,17,6,25,13,5,17,20,21,Stop,Stop,Stop,Stop,-1,0,-16,West,-17
4,14,1,0,1,1,5,9,11,3,17,6,25,13,6,18,21,22,Stop,Stop,Stop,Stop,-1,0,-17,West,-18
3,14,1,0,1,1,5,9,11,3,17,6,25,13,7,19,22,23,Stop,Stop,Stop,Stop,-1,0,-18,West,-19
2,14,1,0,1,1,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,-1,0,-19,South,-20
1,14,1,1,1,0,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,-1,0,-20,South,-21
1,13,1,1,0,0,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,-1,0,-21,East,-22
1,12,1,1,1,0,5,9,11,3,17,6,25,13,7,19,22,25,Stop,Stop,Stop,Stop,-1,0,-22,East,-23
2,12,0,0,1,1,5,9,11,3,17,6,25,13,6,18,21,24,Stop,Stop,Stop,Stop,-1,0,-23,East,-24
3,12,0,0,1,1,5,9,11,3,17,6,25,13,5,17,20,23,Stop,Stop,Stop,Stop,-1,0,-24,East,-25
4,12,0,0,1,1,5,9,11,3,17,6,25,13,4,16,19,22,Stop,Stop,Stop,Stop,-1,0,-25,West,-26
5,12,0,0,1,1,5,9,11,3,17,6,25,13,3,15,18,21,Stop,Stop,Stop,Stop,-1,0,-26,West,-27
4,12,0,0,1,1,5,9,11,3,17,6,25,13,4,16,19,22,Stop,Stop,Stop,Stop,-1,0,-27,West,-28
3,12,0,0,1,1,5,9,11,3,17,6,25,13,5,17,20,23,Stop,Stop,Stop,Stop,-1,0,-28,West,-29
2,12,0,0,1,1,5,9,11,3,17,6,25,13,6,18,21,24,Stop,Stop,Stop,Stop,-1,0,-29,South,-30
1,12,1,1,1,0,5,9,11,3,17,6,25,13,7,19,22,25,Stop,Stop,Stop,Stop,-1,0,-30,South,-31
1,11,1,1,0,0,5,9,11,3,17,6,25,13,6,18,21,26,Stop,Stop,Stop,Stop,-1,0,-31,South,-32
1,10,1,1,0,0,5,9,11,3,17,6,25,13,5,17,20,27,Stop,Stop,Stop,Stop,-1,0,-32,North,-33
1,9,1,1,0,0,5,9,11,3,17,6,25,13,4,16,19,28,Stop,Stop,Stop,Stop,-1,0,-33,North,-34
1,10,1,1,0,0,5,9,11,3,17,6,25,13,5,17,20,27,Stop,Stop,Stop,Stop,-1,0,-34,North,-35
1,11,1,1,0,0,5,9,11,3,17,6,25,13,6,18,21,26,Stop,Stop,Stop,Stop,-1,0,-35,North,-36
1,12,1,1,1,0,5,9,11,3,17,6,25,13,7,19,22,25,Stop,Stop,Stop,Stop,-1,0,-36,North,-37
1,13,1,1,0,0,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,-1,0,-37,East,-38
1,14,1,1,1,0,5,9,11,3,17,6,25,13,9,21,24,25,Stop,Stop,Stop,Stop,-1,0,-38,East,-39
2,14,1,0,1,1,5,9,11,3,17,6,25,13,8,20,23,24,Stop,Stop,Stop,Stop,-1,0,-39,East,-40
3,14,1,0,1,1,5,9,11,3,17,6,25,13,7,19,22,23,Stop,Stop,Stop,Stop,-1,0,-40,East,-41
4,14,1,0,1,1,5,9,11,3,17,6,25,13,6,18,21,22,Stop,Stop,Stop,Stop,-1,0,-41,East,-42
5,14,1,0,1,1,5,9,11,3,17,6,25,13,5,17,20,21,Stop,Stop,Stop,Stop,-1,0,-42,East,-43
6,14,1,0,1,1,5,9,11,3,17,6,25,13,6,16,19,20,Stop,Stop,Stop,Stop,-1,0,-43,East,-44
7,14,1,0,1,1,5,9,11,3,17,6,25,13,7,15,18,19,Stop,Stop,Stop,Stop,-1,0,-44,East,-45
8,14,1,1,1,1,5,9,11,3,17,6,25,13,8,14,17,18,Stop,Stop,Stop,Stop,-1,0,-45,East,-46
9,14,1,1,1,1,5,9,11,3,17,6,25,13,9,13,16,17,Stop,Stop,Stop,Stop,-1,0,-46,South,-47
10,14,1,1,0,1,5,9,11,3,17,6,25,13,10,12,15,16,Stop,Stop,Stop,Stop,-1,0,-47,West,-48
10,13,1,1,0,1,5,9,11,3,17,6,25,13,9,11,14,15,Stop,Stop,Stop,Stop,-1,0,-48,West,-49
9,13,1,1,1,1,5,9,11,3,17,6,25,13,8,12,15,16,Stop,Stop,Stop,Stop,-1,0,-49,South,-50
8,13,1,1,1,0,5,9,11,3,17,6,25,13,7,13,16,17,Stop,Stop,Stop,Stop,-1,0,-50,West,-51
8,12,1,1,1,1,5,9,11,3,17,6,25,13,6,12,15,18,Stop,Stop,Stop,Stop,-1,0,-51,West,-52
7,12,0,0,1,1,5,9,11,3,17,6,25,13,5,13,16,19,Stop,Stop,Stop,Stop,-1,0,-52,West,-53
6,12,0,0,1,1,5,9,11,3,17,6,25,13,4,14,17,20,Stop,Stop,Stop,Stop,-1,0,-53,East,-54
5,12,0,0,1,1,5,9,11,3,17,6,25,13,3,15,18,21,Stop,Stop,Stop,Stop,-1,0,-54,East,-55
6,12,0,0,1,1,5,9,11,3,17,6,25,13,4,14,17,20,Stop,Stop,Stop,Stop,-1,0,-55,East,-56
7,12,0,0,1,1,5,9,11,3,17,6,25,13,5,13,16,19,Stop,Stop,Stop,Stop,-1,0,-56,South,-57
8,12,1,1,1,1,5,9,11,3,17,6,25,13,6,12,15,18,Stop,Stop,Stop,Stop,-1,0,-57,South,-58
8,11,1,1,1,0,5,9,11,3,17,6,25,13,5,11,14,19,Stop,Stop,Stop,Stop,-1,0,-58,South,-59
8,10,1,1,1,0,5,9,11,3,17,6,25,13,4,10,13,20,Stop,Stop,Stop,Stop,-1,0,-59,South,-60
8,9,1,1,1,0,5,9,11,3,17,6,25,13,3,9,12,21,Stop,Stop,Stop,Stop,-1,0,-60,South,-61
8,8,1,1,1,0,5,9,11,3,17,6,25,13,4,8,11,22,Stop,Stop,Stop,Stop,-1,0,-61,South,-62
8,7,1,1,1,0,5,9,11,3,17,6,25,13,5,7,10,23,Stop,Stop,Stop,Stop,-1,0,-62,West,-63
8,6,1,1,1,1,5,9,11,3,17,6,25,13,6,6,9,24,Stop,Stop,Stop,Stop,-1,0,-63,West,-64
7,6,0,0,1,1,5,9,11,3,17,6,25,13,5,7,10,25,Stop,Stop,Stop,Stop,-1,0,-64,West,-65
6,6,1,0,1,1,5,9,11,3,17,6,25,13,4,8,11,26,Stop,Stop,Stop,Stop,-1,0,-65,North,-66
5,6,1,1,1,1,5,9,11,3,17,6,25,13,3,9,12,27,Stop,Stop,Stop,Stop,-1,0,-66,North,-67
5,7,1,1,1,1,5,9,11,3,17,6,25,13,2,10,13,26,Stop,Stop,Stop,Stop,-1,0,-67,North,-68
5,8,1,1,1,1,5,9,11,3,17,6,25,13,1,11,14,25,Stop,Stop,Stop,Stop,-1,0,-68,East,131
5,9,1,1,1,1,1,1,11,3,17,6,25,13,-1,12,15,24,Stop,Stop,Stop,Stop,-1,0,131,South,130
6,9,1,1,0,1,1,1,11,3,17,6,25,13,-1,11,14,23,Stop,Stop,Stop,Stop,-1,0,130,South,129
6,8,1,1,0,1,1,1,11,3,17,6,25,13,-1,10,13,24,Stop,Stop,Stop,Stop,-1,0,129,South,128
6,7,1,1,0,1,1,1,11,3,17,6,25,13,-1,9,12,25,Stop,Stop,Stop,Stop,-1,0,128,East,127
6,6,1,0,1,1,1,1,11,3,17,6,25,13,-1,8,11,26,Stop,Stop,Stop,Stop,-1,0,127,East,126
7,6,0,0,1,1,1,1,11,3,17,6,25,13,-1,7,10,25,Stop,Stop,Stop,Stop,-1,0,126,East,125
8,6,1,1,1,1,1,1,11,3,17,6,25,13,-1,6,9,24,Stop,Stop,Stop,Stop,-1,0,125,East,124
9,6,1,1,1,1,1,1,11,3,17,6,25,13,-1,5,8,23,Stop,Stop,Stop,Stop,-1,0,124,East,123
10,6,1,1,1,1,1,1,11,3,17,6,25,13,-1,4,7,22,Stop,Stop,Stop,Stop,-1,0,123,South,122
11,6,1,1,0,1,1,1,11,3,17,6,25,13,-1,3,6,21,Stop,Stop,Stop,Stop,-1,0,122,South,121
11,5,1,1,0,1,1,1,11,3,17,6,25,13,-1,2,7,22,Stop,Stop,Stop,Stop,-1,0,121,South,120
11,4,1,1,0,1,1,1,11,3,17,6,25,13,-1,1,8,23,Stop,Stop,Stop,Stop,-1,0,120,North,319
11,3,1,0,0,1,1,1,3,1,17,6,25,13,-1,-1,9,24,Stop,Stop,Stop,Stop,-1,0,319,North,318
11,4,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,8,23,Stop,Stop,Stop,Stop,-1,0,318,North,317
11,5,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,7,22,Stop,Stop,Stop,Stop,-1,0,317,North,316
11,6,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,6,21,Stop,Stop,Stop,Stop,-1,0,316,North,315
11,7,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,7,20,Stop,Stop,Stop,Stop,-1,0,315,North,314
11,8,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,8,19,Stop,Stop,Stop,Stop,-1,0,314,North,313
11,9,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,9,18,Stop,Stop,Stop,Stop,-1,0,313,North,312
11,10,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,10,17,Stop,Stop,Stop,Stop,-1,0,312,North,311
11,11,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,11,16,Stop,Stop,Stop,Stop,-1,0,311,East,310
11,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,12,15,Stop,Stop,Stop,Stop,-1,0,310,East,309
12,12,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,11,14,Stop,Stop,Stop,Stop,-1,0,309,East,308
13,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,10,13,Stop,Stop,Stop,Stop,-1,0,308,East,307
14,12,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,9,12,Stop,Stop,Stop,Stop,-1,0,307,East,306
15,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,8,11,Stop,Stop,Stop,Stop,-1,0,306,East,305
16,12,0,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,10,Stop,Stop,Stop,Stop,-1,0,305,South,304
17,12,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,6,9,Stop,Stop,Stop,Stop,-1,0,304,South,303
17,11,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,10,Stop,Stop,Stop,Stop,-1,0,303,West,302
17,10,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,11,Stop,Stop,Stop,Stop,-1,0,302,West,301
16,10,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,5,12,Stop,Stop,Stop,Stop,-1,0,301,West,300
15,10,1,0,1,1,1,1,3,1,17,6,25,13,-1,-1,6,13,Stop,Stop,Stop,Stop,-1,0,300,South,299
14,10,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,7,14,Stop,Stop,Stop,Stop,-1,0,299,South,298
14,9,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,6,15,Stop,Stop,Stop,Stop,-1,0,298,East,297
14,8,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,Stop,Stop,Stop,Stop,-1,0,297,East,296
15,8,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,Stop,Stop,Stop,Stop,-1,0,296,East,295
16,8,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,Stop,Stop,Stop,Stop,-1,0,295,West,294
17,8,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,13,Stop,Stop,Stop,Stop,-1,0,294,West,293
16,8,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,3,14,Stop,Stop,Stop,Stop,-1,0,293,West,292
15,8,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,4,15,Stop,Stop,Stop,Stop,-1,0,292,South,291
14,8,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,5,16,Stop,Stop,Stop,Stop,-1,0,291,South,290
14,7,1,1,0,1,1,1,3,1,17,6,25,13,-1,-1,4,17,Stop,Stop,Stop,Stop,-1,0,290,East,289
14,6,1,1,1,1,1,1,3,1,17,6,25,13,-1,-1,3,18,Stop,Stop,Stop,Stop,-1,0,289,East,288
15,6,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,2,17,Stop,Stop,Stop,Stop,-1,0,288,East,287
16,6,0,0,1,1,1,1,3,1,17,6,25,13,-1,-1,1,16,Stop,Stop,Stop,Stop,-1,0,287,East,486
17,6,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,15,Stop,Stop,Stop,Stop,-1,0,486,East,485
18,6,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,14,Stop,Stop,Stop,Stop,-1,0,485,East,484
19,6,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,13,Stop,Stop,Stop,Stop,-1,0,484,East,483
20,6,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,12,Stop,Stop,Stop,Stop,-1,0,483,East,482
21,6,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,11,Stop,Stop,Stop,Stop,-1,0,482,East,481
22,6,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,10,Stop,Stop,Stop,Stop,-1,0,481,East,480
23,6,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,9,Stop,Stop,Stop,Stop,-1,0,480,East,479
24,6,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,-1,0,479,North,478
25,6,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,-1,0,478,North,477
25,7,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,-1,0,477,North,476
25,8,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,Stop,-1,0,476,North,475
25,9,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,Stop,Stop,Stop,Stop,-1,0,475,North,474
25,10,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,Stop,Stop,Stop,Stop,-1,0,474,West,473
25,11,0,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,2,Stop,Stop,Stop,Stop,-1,0,473,West,472
24,11,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,Stop,Stop,Stop,Stop,-1,0,472,West,471
23,11,0,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,Stop,Stop,Stop,Stop,-1,0,471,South,470
22,11,0,1,1,0,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,Stop,-1,0,470,West,469
22,10,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,-1,0,469,West,468
21,10,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,-1,0,468,West,467
20,10,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,-1,0,467,North,466
19,10,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,9,Stop,Stop,Stop,Stop,-1,0,466,North,465
19,11,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,-1,0,465,East,464
19,12,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,-1,0,464,North,463
20,12,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,-1,0,463,South,462
20,13,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,Stop,-1,0,462,South,461
20,12,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,-1,0,461,South,460
20,11,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,-1,0,460,East,459
20,10,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,8,Stop,Stop,Stop,Stop,-1,0,459,East,458
21,10,0,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,7,Stop,Stop,Stop,Stop,-1,0,458,East,457
22,10,1,0,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,6,Stop,Stop,Stop,Stop,-1,0,457,East,456
23,10,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,5,Stop,Stop,Stop,Stop,-1,0,456,East,455
24,10,1,1,1,1,1,1,3,1,5,1,25,13,-1,-1,-1,4,Stop,Stop,Stop,Stop,-1,0,455,North,454
25,10,1,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,3,Stop,Stop,Stop,Stop,-1,0,454,West,453
25,11,0,1,0,1,1,1,3,1,5,1,25,13,-1,-1,-1,2,Stop,Stop,Stop,Stop,-1,0,453,West,452
